landmark,distance,significance
23,0.0001598785744879,1
23,0.0001612659553398,1
23,0.0001607211023633,1
23,0.0001641773400124,1
23,0.0001440316317968,0
23,0.0001631910229697,1
23,0.0001696159771983,1
23,0.0001556194937193,0
23,0.0001518875151304,0
23,0.0001688862884088,1
23,0.0001503669658134,0
23,0.0001626078762259,1
23,0.0001555826190307,0
23,0.0001529480187509,0
23,0.0001643804812,1
23,0.0001657198670073,1
23,0.0001569042881826,0
23,0.0001612162178689,1
23,0.0001541323167013,0
23,0.0001633227231872,1
23,0.0001637253754903,1
23,0.0001563749997741,0
23,0.0001617517327063,1
23,0.0001532396838915,0
23,0.0001510315998423,0
23,0.0001610808027323,1
23,0.0001653765755378,1
23,0.000163586560489,1
23,0.0001541787157761,0
23,0.0001571837610978,0
23,0.0001544333526071,0
23,0.0001433052896438,0
23,0.000155273173772,0
23,0.0001526891773584,0
23,0.0001534935106871,0
23,0.0001625591734428,1
23,0.0001577444875027,0
23,0.0001436197188021,0
23,0.0001644229346131,1
23,0.0001513935281586,0
23,0.0001562074963036,0
23,0.0001663456922558,1
23,0.0001650796511413,1
23,0.0001669730666503,1
23,0.0001695109620779,1
23,0.0001561277246884,0
23,0.0001532907021438,0
23,0.0001642644940497,1
23,0.0001610004366435,1
23,0.0001589597629182,1
23,0.0001394919845911,0
23,0.0001772805356746,1
23,0.0001655246269892,1
23,0.0001569175003197,0
23,0.0001624605246583,1
23,0.0001534643645074,0
23,0.0001552798487203,0
23,0.0001589493629274,1
23,0.0001610558950083,1
23,0.0001639178916683,1
23,0.0001552266726092,0
23,0.0001588156239966,1
23,0.000151514194529,0
23,0.0001548894155472,0
23,0.0001634868607648,1
23,0.0001608694930936,1
23,0.0001497963236147,0
23,0.000163096227089,1
23,0.0001642573702402,1
23,0.000155224399616,0
23,0.0001587634857201,1
23,0.0001625684993589,1
23,0.0001519104875809,0
23,0.0001551841838796,0
23,0.0001616122404866,1
23,0.0001666858453075,1
23,0.0001639610077841,1
23,0.0001551218764378,0
23,0.0001441285237558,0
23,0.0001551268215954,0
23,0.0001597481591677,1
23,0.0001622923410308,1
23,0.0001795469148669,1
23,0.0001606128816199,1
23,0.0001672303660949,1
23,0.0001483309313674,0
23,0.0001563180050868,0
23,0.0001482541155539,0
23,0.0001646638105212,1
23,0.0001627190116122,1
23,0.0001606542063004,1
23,0.0001553663584512,0
23,0.0001671159115209,1
23,0.0001582906134774,1
23,0.0001569340777498,0
23,0.0001540988951168,0
23,0.0001548833220385,0
23,0.0001624485087061,1
23,0.0001554358312076,0
23,0.0001649248111044,1
23,0.0001618050165265,1
23,0.000139569084385,0
23,0.0001642563112508,1
23,0.0001634379937114,1
23,0.0001604464979834,1
