landmark,distance,significance
2,0.2087388527296673,1
2,0.164989409015658,0
2,0.1618857086945868,0
2,0.2259899375722145,1
2,0.1499109773394217,0
2,0.1649208277610512,0
2,0.1726290835324009,1
2,0.1641595881076376,0
2,0.145977794960952,0
2,0.1645244256920381,0
2,0.179262973391338,1
2,0.1548977567268006,0
2,0.1529633779670692,0
2,0.1559918408011529,0
2,0.2061129844235208,1
2,0.1733415497144218,1
2,0.1753056121638898,1
2,0.1959995911210396,1
2,0.160625506331199,0
2,0.1681766444296864,0
2,0.1559180074124764,0
2,0.204056580466211,1
2,0.1553926771054786,0
2,0.1732045957728233,1
2,0.1744136106164724,1
2,0.1698732326088985,0
2,0.1566945462189813,0
2,0.1559859731054772,0
2,0.1899874250064207,1
2,0.1752755090877092,1
2,0.159092533195361,0
2,0.1673819738012404,0
2,0.2370552075294384,1
2,0.1753226744598076,1
2,0.1885193405423121,1
2,0.164919955154475,0
2,0.1560393947094136,0
2,0.1760388544183298,1
2,0.1717039820267493,0
2,0.1590480872544223,0
2,0.1756032562851232,1
2,0.1664059826632769,0
2,0.1497428261386456,0
2,0.176865173791726,1
2,0.1723473848242255,1
2,0.1673701136162385,0
2,0.1557653327779061,0
2,0.157129956152364,0
2,0.1585896292813436,0
2,0.1752441575817126,1
2,0.168566307716691,0
2,0.205834321390491,1
2,0.1561324234553145,0
2,0.1548252809130731,0
2,0.1790870989367733,1
2,0.1541825932777584,0
2,0.168996489594215,0
2,0.1693388738407723,0
2,0.2375515201350111,1
2,0.1638147298851566,0
2,0.172363847601119,1
2,0.1581601983983729,0
2,0.1560337555631559,0
2,0.1718456115681849,1
2,0.1636061392940028,0
2,0.1511661449975912,0
2,0.1775816424371073,1
2,0.199621252012849,1
2,0.1556316118965815,0
2,0.1731274035304233,1
2,0.1980098603438526,1
2,0.167001427776691,0
2,0.1725461034522269,1
2,0.2213531085850073,1
2,0.1893602089198522,1
2,0.1563600590532425,0
2,0.200178139962149,1
2,0.1894484654963818,1
2,0.1682661637897737,0
2,0.1551811576854463,0
2,0.201260974781081,1
2,0.1533318672348157,0
2,0.1574576955448531,0
2,0.186890527355862,1
2,0.1663591219201227,0
2,0.1776562473765732,1
2,0.1605408439887618,0
2,0.1756497422886202,1
2,0.1715545702376185,0
2,0.1549982126705974,0
2,0.1861453236211606,1
2,0.1572882924908384,0
2,0.2018533594350904,1
2,0.1728304348728935,1
2,0.2047490425716983,1
2,0.1582675044292135,0
2,0.2372380449718824,1
2,0.1564719897504068,0
2,0.2041328920348518,1
2,0.1836164288728831,1
2,0.1827980640207625,1
2,0.1552081623725824,0
2,0.1726011912463871,1
2,0.1726667421275039,1
2,0.1699078788897358,0
2,0.1894855938446509,1
2,0.1539420878744765,0
2,0.1551431388250517,0
2,0.1893513616486062,1
2,0.1635092845440576,0
2,0.154128675298671,0
2,0.1663871626029432,0
2,0.1639796141495767,0
2,0.2098148745619824,1
2,0.187478492814806,1
2,0.1676661656722191,0
2,0.1890922566365718,1
2,0.1827352314012444,1
2,0.1550620062865804,0
2,0.1521494165383173,0
2,0.170186860696637,0
2,0.1900241775645273,1
2,0.1835793728066419,1
2,0.1541616436754764,0
2,0.210039281434937,1
2,0.1983057446801,1
2,0.1490453481608417,0
2,0.1996788054561703,1
2,0.1894010646234402,1
2,0.1558073000393558,0
2,0.1721430890734603,1
2,0.1645773194666429,0
2,0.1705666796126351,0
2,0.1687404933576012,0
2,0.1558803120120497,0
2,0.1684439838276046,0
2,0.203467295474512,1
2,0.156266863104768,0
2,0.1485310207013382,0
2,0.153222764863929,0
2,0.1658114514228356,0
2,0.1740405603422778,1
2,0.1545876103148168,0
2,0.1824479754009098,1
2,0.169793277080961,0
2,0.2114653674394717,1
2,0.1728560569054525,1
2,0.2061908573744263,1
2,0.1559095769356714,0
2,0.1567037407784515,0
2,0.1813971761527944,1
2,0.1656843325432224,0
2,0.164900166765414,0
2,0.1651177728358197,0
2,0.1681859949010067,0
2,0.1586360415511932,0
2,0.207105328169371,1
2,0.1685284716428546,0
2,0.1627454686177045,0
2,0.1719090027278361,1
2,0.2072995140835953,1
2,0.1659534464271106,0
2,0.2026132947968266,1
2,0.1672462867429051,0
2,0.1823479064606147,1
2,0.1731888697080376,1
2,0.1547475228376164,0
2,0.1723454878491106,1
2,0.2095942377492576,1
2,0.1836476392947949,1
2,0.1677343735184664,0
2,0.1685621201404727,0
2,0.1612051714474087,0
2,0.1791825079203914,1
2,0.1799076373093615,1
2,0.2305357748172126,1
2,0.1682481994590708,0
2,0.1563037517902066,0
2,0.1674739587218165,0
2,0.1506714982675203,0
2,0.1605881583506586,0
2,0.161349533611228,0
2,0.1548047945850907,0
2,0.1648582572972594,0
2,0.1793269630357138,1
2,0.1611134875101251,0
2,0.1516953789984629,0
2,0.1826389372142912,1
2,0.2371220566547232,1
2,0.1774385490637884,1
2,0.1719809768489131,1
2,0.1624222838593237,0
2,0.1680568249149872,0
2,0.1675967098727895,0
2,0.1545012740923278,0
2,0.1743384335069448,1
2,0.1578491283021834,0
2,0.1733695091484652,1
