landmark,distance,significance
26,0.0269193181227763,1
26,0.026160228883296,0
26,0.0262656329074603,0
26,0.0266149179281367,1
26,0.0253213851331902,0
26,0.0261581064976116,0
26,0.0264968654141463,1
26,0.02712716387873,1
26,0.0267351409051829,1
26,0.0281479714998798,1
26,0.0244863593417097,0
26,0.0275123330941264,1
26,0.027181565618487,1
26,0.0270796304817752,1
26,0.0267752883786786,1
26,0.0256607563656829,0
26,0.0240925511080658,0
26,0.0264057342570925,1
26,0.0275448962595505,1
26,0.0266416947014179,1
26,0.0263537109965362,1
26,0.0274123552178997,1
26,0.0272108910640589,1
26,0.026662349732684,1
26,0.0261755913631432,0
26,0.0265539152390007,1
26,0.0269527772606326,1
26,0.0266851103368357,1
26,0.0263670895396157,1
26,0.025550725833474,0
26,0.0278304069776416,1
26,0.0278653831170563,1
26,0.0268685377530748,1
26,0.0253561028996245,0
26,0.0265677000850161,1
26,0.0263278270011972,0
26,0.026671433413043,1
26,0.025308599717457,0
26,0.0262592951464589,0
26,0.0237918790886532,0
26,0.0264819160685996,1
26,0.0252761028138396,0
26,0.0256990136823898,0
26,0.0254003768597606,0
26,0.0253291154480915,0
26,0.0263867222984166,1
26,0.0271962278864236,1
26,0.025730682506521,0
26,0.0263024182836379,0
26,0.0245517604198005,0
26,0.0266027192091027,1
26,0.0275798889299489,1
26,0.0271643394701474,1
26,0.0256368849453601,0
26,0.0271129898499133,1
26,0.0252139985018739,0
26,0.0267181363270937,1
26,0.0261480699344394,0
26,0.0270464733568402,1
26,0.0268110766452557,1
26,0.0264146457530634,1
26,0.0264836263931207,1
26,0.0278674911357054,1
26,0.0262701726905312,0
26,0.0274240998473301,1
26,0.0248112096974643,0
26,0.026427758602122,1
26,0.0256385517619269,0
26,0.0263382361520671,0
26,0.0264779500708581,1
26,0.0271560924403015,1
26,0.0235941827738304,0
26,0.0265121654593788,1
26,0.0253358898846255,0
26,0.0266632146408393,1
26,0.0243934314489573,0
26,0.0261921940643058,0
26,0.0264064082395258,1
26,0.0274179362330466,1
26,0.0262289654081283,0
26,0.0254058733195919,0
26,0.0260395134931519,0
26,0.0267066196654034,1
26,0.0255509102806982,0
26,0.0263737437853679,1
26,0.0255152830750395,0
26,0.025992972166947,0
26,0.0272323893128683,1
26,0.0255348250648699,0
26,0.0275034401762296,1
26,0.0264845427488862,1
26,0.0269323151791583,1
26,0.026843643799211,1
26,0.0280914932401989,1
26,0.0277497855311953,1
26,0.026556214398437,1
26,0.0263976585621934,1
26,0.0245017983402384,0
26,0.0278753111865417,1
26,0.0270118493063902,1
26,0.0268776437631669,1
26,0.0249851503834316,0
26,0.0275225904732665,1
26,0.0279446939783474,1
26,0.02756557464136,1
26,0.0274513865635237,1
26,0.0246864024615705,0
26,0.0260153890761094,0
26,0.0260538630720199,0
26,0.0258480165673636,0
26,0.0272203209755732,1
26,0.0254916062144389,0
26,0.0267072041821585,1
26,0.0270148803165689,1
26,0.0273719248151346,1
26,0.0261054413430989,0
26,0.0272725966516853,1
26,0.0262154945110529,0
26,0.0266050178889903,1
26,0.0270686763921565,1
26,0.0268851869989765,1
26,0.0259679171736079,0
26,0.0255903830779788,0
26,0.0258201387121034,0
26,0.0259321354305742,0
26,0.0277784582499089,1
26,0.0269187519228716,1
26,0.0271341217526321,1
26,0.0275148438685987,1
26,0.0267284004950245,1
26,0.0256801592852189,0
26,0.0256166799996948,0
26,0.0272607524803597,1
26,0.025873653924048,0
26,0.0265927208666566,1
26,0.0274388343867095,1
26,0.0256550523716218,0
26,0.0277964551412347,1
26,0.0252055718851427,0
26,0.025738730116848,0
26,0.0257119849490518,0
26,0.0275278040162533,1
26,0.0274133998361381,1
26,0.025542125879576,0
26,0.0271411335910777,1
26,0.027244116712087,1
26,0.026870935536428,1
26,0.0269559008234975,1
26,0.0258481919802663,0
26,0.0271009943053253,1
26,0.0264304927057855,1
26,0.026775467837294,1
26,0.0269017078064345,1
26,0.0267288081249732,1
26,0.0239327944939992,0
26,0.0266075896459478,1
26,0.0269686157886753,1
26,0.0259375480794443,0
26,0.025775050102273,0
26,0.0272505799764568,1
26,0.0262396620766298,0
26,0.0248623308002473,0
26,0.026269495345516,0
26,0.0260496105426187,0
26,0.0273991508001681,1
26,0.026459023347093,1
26,0.0275006046705211,1
26,0.0252888879296191,0
26,0.0271052649353595,1
26,0.0275207065899513,1
26,0.0273340065827729,1
26,0.0259626170098327,0
26,0.026675224902952,1
26,0.0247572816896643,0
26,0.0264534896216087,1
26,0.0268443892249284,1
26,0.0266279582880779,1
26,0.0256929651123626,0
26,0.0275281737206419,1
26,0.0255175941049589,0
26,0.0255399552611873,0
26,0.0269414821439211,1
26,0.0270418478084632,1
26,0.0273342783582362,1
26,0.0273635458483993,1
26,0.025119893956428,0
26,0.0254522564827483,0
26,0.027140590306488,1
26,0.0268354947972316,1
26,0.0266163309772817,1
26,0.0261272017633221,0
26,0.025809996628752,0
26,0.0266190931820285,1
26,0.0272533336293208,1
26,0.0253985243815353,0
26,0.0273674989020693,1
26,0.0273729882776824,1
26,0.0270784602907719,1
26,0.0265265094575798,1
26,0.0271491383172868,1
26,0.0273474869683082,1
26,0.025914606543236,0
26,0.0247271225942462,0
26,0.0277641780501988,1
26,0.0259254143167733,0
26,0.0269414176773946,1
26,0.0264300987954335,1
26,0.0264319738545576,1
26,0.0253777986986432,0
26,0.0263097801000034,0
26,0.0254286308694143,0
26,0.0254989815094926,0
26,0.0274656484622824,1
26,0.0272790810377096,1
26,0.0273215225946068,1
26,0.027842262456898,1
26,0.0261574501542538,0
26,0.0250275734230042,0
26,0.0253640059957774,0
26,0.0251991742978184,0
26,0.0273661087797779,1
26,0.0252877568893732,0
26,0.0265537235178275,1
26,0.025935618402083,0
26,0.0273291381831678,1
26,0.0270060927908554,1
26,0.0270902143406402,1
26,0.026994932488503,1
26,0.0252496860340783,0
26,0.02694266545002,1
26,0.0265568219779505,1
26,0.0259248436804348,0
26,0.0256687082902843,0
26,0.0268238853145355,1
26,0.0273146412636688,1
26,0.0258595781727386,0
26,0.0270193395954637,1
26,0.0268895595072592,1
26,0.0262038853234905,0
26,0.0256892405728327,0
26,0.0264246142213024,1
26,0.0250980436117563,0
26,0.0267496283865412,1
26,0.02810411657735,1
26,0.0271354378296729,1
26,0.0266537326557184,1
26,0.0275895164209082,1
26,0.0261870356357638,0
26,0.0274816780535301,1
26,0.0274955396322498,1
26,0.0263322424677717,0
26,0.0266139857463733,1
26,0.0250728184059265,0
26,0.0251747836970297,0
26,0.0265217612769851,1
26,0.0280893702641153,1
26,0.0255418194866659,0
26,0.025025887903021,0
26,0.0278614000233015,1
26,0.0264170735673872,1
26,0.0280110586741444,1
26,0.0263105861120859,0
26,0.0260312947377252,0
26,0.0257680412118324,0
