landmark,distance,significance
19,0.0007046861695011,0
19,0.0015640911790723,0
19,0.0299083012991301,1
19,0.0008628074052336,0
19,0.0008863226244068,0
19,1.531740004842856e-05,0
19,0.0008646825728745,0
19,0.0479364456748463,1
19,0.00013423090692,0
19,0.0013160794180591,0
19,1.5412573559355268e-05,0
19,0.0004780893944544,0
19,0.0011792877648673,0
19,0.0010050541117043,0
19,0.0047706107619297,0
19,0.0007922824903272,0
19,0.001823595268804,0
19,0.0003671821015686,0
19,4.889016969001645e-05,0
19,0.0008020488431993,0
19,0.0005126096254018,0
19,0.0006872448371623,0
19,2.253010108319621e-05,0
19,0.0555313260072898,1
19,0.0008695732934717,0
19,0.4695611198381421,1
19,1.7554854663407132e-05,0
19,0.0145738979426665,0
19,0.0007460510875798,0
19,2.2884762940033324e-05,0
19,0.0006279207578528,0
19,9.848080701405304e-05,0
19,6.848262561534844e-05,0
19,2.29403324228726e-05,0
19,0.001091666181504,0
19,4.081935929797827e-05,0
19,0.0013151918854387,0
19,0.0010167699013998,0
19,0.0194086265374841,0
19,2.191262047745704e-05,0
19,0.0011483728128555,0
19,0.0001819686863145,0
19,0.0023449054182951,0
19,2.4762043072310297e-05,0
19,4.53791067106187e-05,0
19,2.446225519364962e-05,0
19,0.0023054058029142,0
19,4.0166270867609234e-05,0
19,0.0101090873947837,0
19,0.0007085497143633,0
19,0.0049097369071289,0
19,1.6578630365440855e-05,0
19,0.000750793909418,0
19,0.0016208984484672,0
19,0.0007864822747681,0
19,3.193268657778776e-05,0
19,0.0023393478181088,0
19,0.0001422268258925,0
19,1.229927452598821e-05,0
19,2.1720718480867407e-05,0
19,0.0019148992944286,0
19,1.3553938737353509e-05,0
19,0.0022589751895285,0
19,0.1110297879498396,1
19,0.002339652389299,0
19,0.000760736861618,0
19,0.4211485122992578,1
19,0.0225681933892074,0
19,3.1184221529949704e-05,0
19,3.5741138797417125e-05,0
19,0.0006458592659205,0
19,0.0010079204358392,0
19,4.057875692001872e-05,0
19,0.0007297595731062,0
19,0.0011938656120216,0
19,0.0012946467585616,0
19,0.0081295193598948,0
19,0.0007534814451678,0
19,0.0006176857084665,0
19,0.0012125485711376,0
19,0.0027843234220893,0
19,0.0009555297180818,0
19,0.0031446935502449,0
19,3.507864345013241e-05,0
19,1.9863875715889848e-05,0
19,4.011838287188442e-05,0
19,0.0030566338749364,0
19,0.0010824046915956,0
19,3.0800096153203275e-05,0
19,2.437404832671722e-05,0
19,0.0014127531477543,0
19,0.0016655954608564,0
19,0.0200037263345415,0
19,0.2972096304477087,1
19,0.0010340801016548,0
19,0.0011822369335384,0
19,0.0012437714670072,0
19,0.1252807530015983,1
19,1.3482215089595673e-05,0
19,8.448924907748581e-06,0
19,0.0014150301196445,0
19,2.0246449324373968e-05,0
19,0.0375138767087775,1
19,0.0012960530359249,0
19,2.290522321687645e-05,0
19,0.0019048184457995,0
19,0.0062212430869702,0
19,2.904709107881717e-05,0
19,2.864612353211213e-05,0
19,4.661235507523108e-05,0
19,3.19145589766091e-05,0
19,0.0013416282757748,0
19,0.0016386589593083,0
19,0.0223461863362727,0
19,0.0002338116646077,0
19,2.151156070129512e-05,0
19,0.0021090993885305,0
19,0.4095452651295856,1
19,0.0132688271008904,0
19,2.179782381582085e-05,0
19,0.0506729772566796,1
19,0.0007593431627609,0
19,1.837174248405098e-05,0
19,0.0011911368101643,0
19,0.0001290400902142,0
19,0.0269261901678149,1
19,0.0022215687478399,0
19,0.0011944185136005,0
19,0.0227690477987034,0
19,0.0007012606163065,0
19,0.0009314002145894,0
19,3.827622944712483e-05,0
19,3.4784403354216975e-05,0
19,0.0009912862217422,0
19,0.0006475541220327,0
19,3.827123395578005e-05,0
19,0.001052997600165,0
19,0.0016005102924601,0
19,0.5627834292201641,1
19,0.0025893497140504,0
19,4.068258116226331e-05,0
19,0.0002169454039035,0
19,6.437779405136555e-05,0
19,0.0011929990592453,0
19,0.0002598808800005,0
19,0.1167570155850129,1
19,0.001409525583763,0
19,0.0027844352527358,0
