landmark,distance,significance
28,0.2547977051482818,0
28,0.344786829605775,1
28,0.30994400948342,1
28,0.2859403809638574,0
28,0.1719563356795836,0
28,0.2979094348293731,0
28,0.2837646423028382,0
28,0.3508971912097337,1
28,0.2875600729688422,0
28,0.3003957989531603,1
28,0.2958348459450278,0
28,0.2894646303569334,0
28,0.3291510977225316,1
28,0.2810702519673229,0
28,0.2527200511885227,0
28,0.3343039991145966,1
28,0.366621851260258,1
28,0.2850991205237164,0
28,0.3455429288746092,1
28,0.3308286646985085,1
28,0.2990209340537064,0
28,0.2497219131895116,0
28,0.2516671338920705,0
28,0.3025538301910683,1
28,0.2851798096651521,0
28,0.3087527131860205,1
28,0.3244834701609865,1
28,0.1418132806173682,0
28,0.3170473203362432,1
28,0.3048893068928651,1
28,0.0964071109557803,0
28,0.2787757758109143,0
28,0.2852960827333248,0
28,0.3160466421596527,1
28,0.3030432934042611,1
28,0.3465326410062911,1
28,0.2844138643265192,0
28,0.3296346644905231,1
28,0.1359770229647877,0
28,0.2818832880623519,0
28,0.3027301830593772,1
28,0.2996777996808013,0
28,0.1246939626736798,0
28,0.2904530703026063,0
28,0.3159605875065078,1
28,0.350771016997607,1
28,0.1331487670877866,0
28,0.3024425810094585,1
28,0.2692986277725043,0
28,0.2636486550450942,0
28,0.1333444679692562,0
28,0.1763399683901994,0
28,0.3026683494276875,1
28,0.3325472640382618,1
28,0.3035057087559014,1
28,0.2998058430101604,0
28,0.2834624849583497,0
28,0.1509591357371452,0
28,0.3034975535661002,1
28,0.2983627486000639,0
28,0.3300306159177153,1
28,0.2618501573315874,0
28,0.1364134150579228,0
28,0.2864085614367016,0
28,0.1545482527897454,0
28,0.3161879078144665,1
28,0.306738588902649,1
28,0.2537836176362286,0
28,0.297447989565281,0
28,0.2810947408216522,0
28,0.2897860862356378,0
28,0.3244932643427994,1
28,0.2832131110907639,0
28,0.3263435178713173,1
28,0.2842767730473329,0
28,0.3025807247667471,1
28,0.2992987978151788,0
28,0.277402699783912,0
28,0.2520368891628742,0
28,0.3047624283195294,1
28,0.3153594544912745,1
28,0.3502056703331681,1
28,0.3516797453329047,1
28,0.3040457044461139,1
28,0.2864978272564435,0
28,0.2541626109221633,0
28,0.3203704819742673,1
