"x: 0.5040658712387085
y: 0.5084093809127808
z: 3.364024081520256e-08
","x: 0.4959145486354828
y: 0.5056383609771729
z: -0.0019310569623485208
","x: 0.4864984452724457
y: 0.5101528763771057
z: -0.002579639432951808
","x: 0.48084938526153564
y: 0.5153452754020691
z: -0.0033774767071008682
","x: 0.47807300090789795
y: 0.5202661156654358
z: -0.004066952038556337
","x: 0.48108038306236267
y: 0.5261309146881104
z: -0.00017942608974408358
","x: 0.47340601682662964
y: 0.534856915473938
z: -0.0018909939099103212
","x: 0.46882668137550354
y: 0.5397283434867859
z: -0.003553280606865883
","x: 0.46546679735183716
y: 0.5434333086013794
z: -0.004810393787920475
","x: 0.48358240723609924
y: 0.5323016047477722
z: -0.0008309432887472212
","x: 0.47639259696006775
y: 0.542515754699707
z: -0.002423988888040185
","x: 0.4719197452068329
y: 0.5475354194641113
z: -0.0039062323048710823
","x: 0.46852555871009827
y: 0.5513960123062134
z: -0.004882807843387127
","x: 0.4874301254749298
y: 0.5364767909049988
z: -0.0019423150224611163
","x: 0.48155471682548523
y: 0.5478264689445496
z: -0.003683168673887849
","x: 0.47800207138061523
y: 0.5535889267921448
z: -0.004784260876476765
","x: 0.47496193647384644
y: 0.5584256649017334
z: -0.00546353729441762
","x: 0.4923396706581116
y: 0.538871169090271
z: -0.0032988309394568205
","x: 0.48933160305023193
y: 0.5495526790618896
z: -0.005131706595420837
","x: 0.4878581762313843
y: 0.5561317205429077
z: -0.005863473284989595
","x: 0.48664945363998413
y: 0.5617188215255737
z: -0.006175024900585413
"
"x: 0.5019624829292297
y: 0.5061832070350647
z: 2.3121167203044024e-09
","x: 0.503940224647522
y: 0.5159258246421814
z: -0.002320750616490841
","x: 0.5005806088447571
y: 0.5261739492416382
z: -0.0036255712620913982
","x: 0.4961443245410919
y: 0.533027708530426
z: -0.005023677833378315
","x: 0.492827445268631
y: 0.5381409525871277
z: -0.006287138443440199
","x: 0.49325206875801086
y: 0.5374420881271362
z: -0.0012753763003274798
","x: 0.489529550075531
y: 0.5510748028755188
z: -0.004458386916667223
","x: 0.48783689737319946
y: 0.5598068237304688
z: -0.007133305538445711
","x: 0.4870777130126953
y: 0.566968560218811
z: -0.008711905218660831
","x: 0.48666974902153015
y: 0.5350254774093628
z: -0.0019817331340163946
","x: 0.4801686108112335
y: 0.5472763776779175
z: -0.0039295051246881485
","x: 0.4759035110473633
y: 0.553687334060669
z: -0.005558260716497898
","x: 0.47240814566612244
y: 0.5587337017059326
z: -0.006729615852236748
","x: 0.481649249792099
y: 0.5305358171463013
z: -0.0032170156482607126
","x: 0.474109411239624
y: 0.5405170321464539
z: -0.005037254653871059
","x: 0.4698657691478729
y: 0.5451131463050842
z: -0.0058000534772872925
","x: 0.466232031583786
y: 0.5492234826087952
z: -0.006249966565519571
","x: 0.47795453667640686
y: 0.5245639085769653
z: -0.004769523162394762
","x: 0.4709015190601349
y: 0.5318350195884705
z: -0.005792610812932253
","x: 0.46654167771339417
y: 0.5359541177749634
z: -0.005488977767527103
","x: 0.46285194158554077
y: 0.5397239327430725
z: -0.005157435312867165
"
"x: 0.5012567639350891
y: 0.5068947672843933
z: 2.99588656105243e-08
","x: 0.5015873908996582
y: 0.5128031969070435
z: -0.0031720378901809454
","x: 0.4972560405731201
y: 0.5220755934715271
z: -0.004738388583064079
","x: 0.49172982573509216
y: 0.5287848114967346
z: -0.006099756341427565
","x: 0.4882572889328003
y: 0.5337658524513245
z: -0.007254889700561762
","x: 0.49140676856040955
y: 0.5366995334625244
z: -0.0021191288251429796
","x: 0.48666176199913025
y: 0.5500926375389099
z: -0.004631629679352045
","x: 0.4838548004627228
y: 0.5576907396316528
z: -0.00663932878524065
","x: 0.48191457986831665
y: 0.5634333491325378
z: -0.007998288609087467
","x: 0.48566704988479614
y: 0.5354923009872437
z: -0.002312237164005637
","x: 0.47875529527664185
y: 0.5465981960296631
z: -0.004394629038870335
","x: 0.4742956757545471
y: 0.5516155362129211
z: -0.005990865174680948
","x: 0.4707326889038086
y: 0.5550549626350403
z: -0.0070350198075175285
","x: 0.48146122694015503
y: 0.531718909740448
z: -0.0030195084400475025
","x: 0.47403693199157715
y: 0.5412410497665405
z: -0.005047323182225227
","x: 0.4698057174682617
y: 0.5454108715057373
z: -0.005695749539881945
","x: 0.4663112461566925
y: 0.5485419631004333
z: -0.006041104905307293
","x: 0.478496253490448
y: 0.5261686444282532
z: -0.004084628541022539
","x: 0.47164076566696167
y: 0.532925009727478
z: -0.005517428740859032
","x: 0.4677620828151703
y: 0.5366026759147644
z: -0.005397486034780741
","x: 0.46454110741615295
y: 0.5394697785377502
z: -0.005115279462188482
"
"x: 0.5020566582679749
y: 0.5073103308677673
z: 2.6749132686632038e-08
","x: 0.499706894159317
y: 0.5096054673194885
z: -0.003504701191559434
","x: 0.4938125014305115
y: 0.5172301530838013
z: -0.004885103553533554
","x: 0.4881927967071533
y: 0.5236004590988159
z: -0.0059739407151937485
","x: 0.48494404554367065
y: 0.5285898447036743
z: -0.0067876242101192474
","x: 0.4894779920578003
y: 0.5342599749565125
z: -0.002022086875513196
","x: 0.48419466614723206
y: 0.5471226572990417
z: -0.004242413677275181
","x: 0.4812846779823303
y: 0.5541960597038269
z: -0.006108037196099758
","x: 0.47941747307777405
y: 0.5598986148834229
z: -0.007430001627653837
","x: 0.48560914397239685
y: 0.5349617600440979
z: -0.0018450497882440686
","x: 0.47869402170181274
y: 0.5453565716743469
z: -0.0037949264515191317
","x: 0.4742979109287262
y: 0.5501807332038879
z: -0.005351465195417404
","x: 0.47079718112945557
y: 0.5538901686668396
z: -0.0063709681853652
","x: 0.4830256700515747
y: 0.5330196619033813
z: -0.002197553403675556
","x: 0.47599345445632935
y: 0.5423268675804138
z: -0.004102787468582392
","x: 0.47176477313041687
y: 0.5469221472740173
z: -0.004855786450207233
","x: 0.4682631492614746
y: 0.5508059859275818
z: -0.005294161848723888
","x: 0.48142537474632263
y: 0.5293130278587341
z: -0.002935563214123249
","x: 0.47529006004333496
y: 0.5366334319114685
z: -0.004445343278348446
","x: 0.4718773066997528
y: 0.5411943793296814
z: -0.004578936379402876
","x: 0.4690842032432556
y: 0.5451765656471252
z: -0.00448986329138279
"
"x: 0.5022065043449402
y: 0.5082491040229797
z: 2.573436930219941e-08
","x: 0.49788129329681396
y: 0.508318305015564
z: -0.0026835580356419086
","x: 0.4903050363063812
y: 0.5144439339637756
z: -0.0036248553078621626
","x: 0.4839702248573303
y: 0.5197542905807495
z: -0.0044208369217813015
","x: 0.4806111454963684
y: 0.5246319770812988
z: -0.004994295537471771
","x: 0.4866349399089813
y: 0.5324153900146484
z: -0.0011533397482708097
","x: 0.48083972930908203
y: 0.5444307327270508
z: -0.00310698919929564
","x: 0.47790899872779846
y: 0.5510878562927246
z: -0.004865311086177826
","x: 0.4761066138744354
y: 0.5564495325088501
z: -0.006098323501646519
","x: 0.4849851429462433
y: 0.534483015537262
z: -0.0013326657935976982
","x: 0.4779284596443176
y: 0.5451005101203918
z: -0.00302924495190382
","x: 0.4735924005508423
y: 0.5502058267593384
z: -0.004590255208313465
","x: 0.47021758556365967
y: 0.5541306138038635
z: -0.005604503210633993
","x: 0.48443880677223206
y: 0.5341832041740417
z: -0.001963503658771515
","x: 0.47724878787994385
y: 0.5437867641448975
z: -0.003705928334966302
","x: 0.4729247987270355
y: 0.5485758185386658
z: -0.004549867939203978
","x: 0.4694340229034424
y: 0.5525458455085754
z: -0.005044199991971254
","x: 0.48470795154571533
y: 0.5320004224777222
z: -0.0028930872213095427
","x: 0.4786195755004883
y: 0.5395945310592651
z: -0.004323828965425491
","x: 0.4752110540866852
y: 0.5443143248558044
z: -0.00442106556147337
","x: 0.47234633564949036
y: 0.5483794212341309
z: -0.004299670457839966
"
"x: 0.5031617879867554
y: 0.5097385048866272
z: 3.549783400558226e-08
","x: 0.49414411187171936
y: 0.5064090490341187
z: -0.0017212078673765063
","x: 0.4844200611114502
y: 0.5107173323631287
z: -0.0018195747397840023
","x: 0.47875526547431946
y: 0.5157742500305176
z: -0.002026252681389451
","x: 0.47572511434555054
y: 0.5199651718139648
z: -0.002144365571439266
","x: 0.48057034611701965
y: 0.5259424448013306
z: 0.00011496132356114686
","x: 0.4729403257369995
y: 0.5342292785644531
z: -0.001039047259837389
","x: 0.4685094952583313
y: 0.5387546420097351
z: -0.0023317860905081034
","x: 0.4654039144515991
y: 0.542477548122406
z: -0.003391243051737547
","x: 0.483472615480423
y: 0.5322686433792114
z: -0.000455220666481182
","x: 0.4761398136615753
y: 0.5421270728111267
z: -0.0014437749050557613
","x: 0.4717610776424408
y: 0.5471727252006531
z: -0.0028189937584102154
","x: 0.46834737062454224
y: 0.5511431097984314
z: -0.003866610350087285
","x: 0.48765525221824646
y: 0.5366411805152893
z: -0.0014275534776970744
","x: 0.48127037286758423
y: 0.5469143986701965
z: -0.002800797112286091
","x: 0.47757863998413086
y: 0.5522632598876953
z: -0.004223763942718506
","x: 0.47452211380004883
y: 0.5565435886383057
z: -0.00526886573061347
","x: 0.49295875430107117
y: 0.5394474864006042
z: -0.0025847889482975006
","x: 0.4902855157852173
y: 0.5496196150779724
z: -0.004373272880911827
","x: 0.48915809392929077
y: 0.5558804273605347
z: -0.005371532402932644
","x: 0.48835307359695435
y: 0.5610787272453308
z: -0.005939870607107878
"
"x: 0.5013536810874939
y: 0.5073608160018921
z: 4.0951060320537636e-09
","x: 0.5033338069915771
y: 0.5170294046401978
z: -0.0024210468400269747
","x: 0.500103235244751
y: 0.527321994304657
z: -0.0035668942146003246
","x: 0.4957488775253296
y: 0.5342411398887634
z: -0.0047552031464874744
","x: 0.49254661798477173
y: 0.539313018321991
z: -0.005811701063066721
","x: 0.49281689524650574
y: 0.5380778908729553
z: -0.0013381197350099683
","x: 0.48949334025382996
y: 0.5514757633209229
z: -0.004344478715211153
","x: 0.48786911368370056
y: 0.560087263584137
z: -0.006863024085760117
","x: 0.4870915710926056
y: 0.567119300365448
z: -0.00836316216737032
","x: 0.48616689443588257
y: 0.5355090498924255
z: -0.0019357189303264022
","x: 0.4798300266265869
y: 0.5473515391349792
z: -0.003758868435397744
","x: 0.47553741931915283
y: 0.5534011125564575
z: -0.0053101894445717335
","x: 0.471962571144104
y: 0.5580530166625977
z: -0.0064293863251805305
","x: 0.4811865985393524
y: 0.530849814414978
z: -0.0030483214650303125
","x: 0.4738903045654297
y: 0.5402659773826599
z: -0.004804410971701145
","x: 0.46973225474357605
y: 0.5446398258209229
z: -0.005580677185207605
","x: 0.46612313389778137
y: 0.5485594868659973
z: -0.006045370828360319
","x: 0.47759878635406494
y: 0.5246976017951965
z: -0.004480013158172369
","x: 0.4708712100982666
y: 0.5316328406333923
z: -0.005523360334336758
","x: 0.4666343629360199
y: 0.5356100797653198
z: -0.005277061834931374
","x: 0.4630424380302429
y: 0.5392443537712097
z: -0.00497846445068717
"
"x: 0.5031662583351135
y: 0.509790301322937
z: 2.7908615862770603e-08
","x: 0.4964039921760559
y: 0.5087377429008484
z: -0.0021069240756332874
","x: 0.4879005551338196
y: 0.5141280293464661
z: -0.0027749238070100546
","x: 0.48254889249801636
y: 0.5198928117752075
z: -0.0034609506838023663
","x: 0.4801419675350189
y: 0.5249652862548828
z: -0.004021169152110815
","x: 0.4834296405315399
y: 0.5298470854759216
z: -0.00038709596265107393
","x: 0.4765678644180298
y: 0.539853572845459
z: -0.0019992331508547068
","x: 0.4727231562137604
y: 0.5458232164382935
z: -0.0034989146515727043
","x: 0.4701731503009796
y: 0.550438642501831
z: -0.004628016147762537
","x: 0.4841739237308502
y: 0.5339179039001465
z: -0.000818608037661761
","x: 0.4770509600639343
y: 0.5437651872634888
z: -0.002356546465307474
","x: 0.4726662039756775
y: 0.5489214062690735
z: -0.0037985933013260365
","x: 0.46938470005989075
y: 0.5529119968414307
z: -0.004736112896353006
","x: 0.48602187633514404
y: 0.5357946753501892
z: -0.0016654090723022819
","x: 0.47962912917137146
y: 0.5455011129379272
z: -0.0032798205502331257
","x: 0.47563108801841736
y: 0.5507193207740784
z: -0.004141021985560656
","x: 0.4724387526512146
y: 0.5551873445510864
z: -0.004665338899940252
","x: 0.4888453483581543
y: 0.535918653011322
z: -0.0027644718065857887
","x: 0.48458173871040344
y: 0.5446652770042419
z: -0.004270918667316437
","x: 0.482288658618927
y: 0.5502016544342041
z: -0.004609051626175642
","x: 0.4806210398674011
y: 0.555054247379303
z: -0.004675655160099268
"
"x: 0.5016791224479675
y: 0.5077710747718811
z: 1.2351552669542798e-08
","x: 0.49923819303512573
y: 0.5113826990127563
z: -0.002161213429644704
","x: 0.49244600534439087
y: 0.5192477107048035
z: -0.0024640816263854504
","x: 0.48588472604751587
y: 0.5255365371704102
z: -0.0026326067745685577
","x: 0.4816872477531433
y: 0.5310752391815186
z: -0.0025843370240181684
","x: 0.48910608887672424
y: 0.5340720415115356
z: -0.0008311011479236186
","x: 0.4840116798877716
y: 0.5470492243766785
z: -0.0026598989497870207
","x: 0.48138320446014404
y: 0.5541636943817139
z: -0.004227710422128439
","x: 0.4795461595058441
y: 0.5601012706756592
z: -0.005268611945211887
","x: 0.4854997992515564
y: 0.5346677899360657
z: -0.0010851022088900208
","x: 0.4786120355129242
y: 0.5461141467094421
z: -0.0025347049813717604
","x: 0.4742279648780823
y: 0.551629364490509
z: -0.003987119998782873
","x: 0.4706490635871887
y: 0.5560564398765564
z: -0.0049614631570875645
","x: 0.4831087589263916
y: 0.5330832600593567
z: -0.0017512408085167408
","x: 0.4758976995944977
y: 0.5425682067871094
z: -0.0034025954082608223
","x: 0.4714268445968628
y: 0.5473690032958984
z: -0.004507397301495075
","x: 0.4677600562572479
y: 0.5515154004096985
z: -0.005191558040678501
","x: 0.48188766837120056
y: 0.5300761461257935
z: -0.002634253818541765
","x: 0.4758443236351013
y: 0.5380889177322388
z: -0.004002892412245274
","x: 0.47216206789016724
y: 0.5431779623031616
z: -0.004209250211715698
","x: 0.46898606419563293
y: 0.5475999712944031
z: -0.0041924286633729935
"
"x: 0.5028108954429626
y: 0.5093478560447693
z: 2.407980836949264e-08
","x: 0.49408218264579773
y: 0.5063902735710144
z: -0.0012944717891514301
","x: 0.4843321442604065
y: 0.5106858015060425
z: -0.0015226372051984072
","x: 0.4787384271621704
y: 0.5155117511749268
z: -0.0019692827481776476
","x: 0.4757242500782013
y: 0.5199686288833618
z: -0.002355511300265789
","x: 0.48037776350975037
y: 0.5275169610977173
z: 0.0002714548318181187
","x: 0.473768949508667
y: 0.5371061563491821
z: -0.0011824686080217361
","x: 0.4700346887111664
y: 0.5429205298423767
z: -0.0026264095213264227
","x: 0.46749168634414673
y: 0.5474209189414978
z: -0.0037506187800318003
","x: 0.4830959141254425
y: 0.5333766341209412
z: -0.0006086892681196332
","x: 0.4766104817390442
y: 0.5439556241035461
z: -0.002017535734921694
","x: 0.472512811422348
y: 0.5494920611381531
z: -0.003512047231197357
","x: 0.4693872630596161
y: 0.5540000796318054
z: -0.004523253068327904
","x: 0.4870850145816803
y: 0.5371059775352478
z: -0.0018474782118573785
","x: 0.4815760850906372
y: 0.5480650067329407
z: -0.003489770693704486
","x: 0.4781257212162018
y: 0.5538729429244995
z: -0.004696017596870661
","x: 0.4752729833126068
y: 0.5589689016342163
z: -0.005496133118867874
","x: 0.4921503961086273
y: 0.5389690399169922
z: -0.0032402253709733486
","x: 0.48948460817337036
y: 0.5492711067199707
z: -0.0050771282985806465
","x: 0.48814257979393005
y: 0.5557823777198792
z: -0.005813082680106163
","x: 0.48715123534202576
y: 0.561497151851654
z: -0.006140825338661671
"
"x: 0.5017552375793457
y: 0.5071557760238647
z: 8.537734963454113e-09
","x: 0.49899810552597046
y: 0.5109830498695374
z: -0.0019996229093521833
","x: 0.4921512305736542
y: 0.5191413164138794
z: -0.0022868409287184477
","x: 0.485921710729599
y: 0.5256766676902771
z: -0.0024557679425925016
","x: 0.4820469617843628
y: 0.5314119458198547
z: -0.0024226587265729904
","x: 0.48856014013290405
y: 0.5335755944252014
z: -0.0010033571161329746
","x: 0.4834947884082794
y: 0.5466494560241699
z: -0.002926560817286372
","x: 0.4808773398399353
y: 0.553998589515686
z: -0.004555095918476582
","x: 0.47906574606895447
y: 0.5602208375930786
z: -0.005648045334964991
","x: 0.48534294962882996
y: 0.5342303514480591
z: -0.001332328887656331
","x: 0.47852087020874023
y: 0.5459294319152832
z: -0.0028675985522568226
","x: 0.47413405776023865
y: 0.5517351031303406
z: -0.004256248474121094
","x: 0.4706057906150818
y: 0.5564649105072021
z: -0.005202136002480984
","x: 0.4834040403366089
y: 0.5326890349388123
z: -0.00205789553001523
","x: 0.47643300890922546
y: 0.5425063967704773
z: -0.0037565454840660095
","x: 0.4720837473869324
y: 0.5477144122123718
z: -0.004869068972766399
","x: 0.4685157239437103
y: 0.5523009300231934
z: -0.005578487645834684
","x: 0.4826231300830841
y: 0.5296908020973206
z: -0.0029826497193425894
","x: 0.4771157503128052
y: 0.538238525390625
z: -0.0045013027265667915
","x: 0.47389957308769226
y: 0.5439654588699341
z: -0.00483377929776907
","x: 0.471191942691803
y: 0.5490533113479614
z: -0.0049078334122896194
"
"x: 0.502437949180603
y: 0.5081199407577515
z: 2.678638999498162e-08
","x: 0.49277305603027344
y: 0.5052995681762695
z: -0.0008930360781960189
","x: 0.4829045236110687
y: 0.509916365146637
z: -0.000975351023953408
","x: 0.47770532965660095
y: 0.5152251124382019
z: -0.0013865617802366614
","x: 0.4751317799091339
y: 0.5194485187530518
z: -0.0017867324640974402
","x: 0.47909530997276306
y: 0.5253778100013733
z: 0.00026253069518134
","x: 0.47216346859931946
y: 0.5344715118408203
z: -0.001089691766537726
","x: 0.46808716654777527
y: 0.5395126938819885
z: -0.0023861646186560392
","x: 0.4651743769645691
y: 0.5433681607246399
z: -0.003443567082285881
","x: 0.48244595527648926
y: 0.5321428179740906
z: -0.0008119799313135445
","x: 0.4759112000465393
y: 0.5428372025489807
z: -0.002123808255419135
","x: 0.4718974232673645
y: 0.5482792258262634
z: -0.0033995306584984064
","x: 0.46877655386924744
y: 0.5526922941207886
z: -0.004315304569900036
","x: 0.4873341917991638
y: 0.5368161797523499
z: -0.002232511527836323
","x: 0.48211005330085754
y: 0.5490202903747559
z: -0.0040242490358650684
","x: 0.4794752895832062
y: 0.5558291673660278
z: -0.0055854590609669685
","x: 0.47727325558662415
y: 0.5617009997367859
z: -0.006673249416053295
","x: 0.49334633350372314
y: 0.5396720767021179
z: -0.003725368296727538
","x: 0.4919695258140564
y: 0.5515725016593933
z: -0.005993975326418877
","x: 0.49189209938049316
y: 0.5591307282447815
z: -0.0073216320015490055
","x: 0.49202510714530945
y: 0.5657432079315186
z: -0.0080880681052804
"
"x: 0.5010903477668762
y: 0.5062854290008545
z: 1.2836205431909775e-09
","x: 0.5021553039550781
y: 0.5154983401298523
z: -0.0013033082941547036
","x: 0.49816372990608215
y: 0.5260540843009949
z: -0.0018419863190501928
","x: 0.4930768609046936
y: 0.533027172088623
z: -0.0025068020913749933
","x: 0.4895593523979187
y: 0.5379616022109985
z: -0.003043431555852294
","x: 0.4925398528575897
y: 0.5376092195510864
z: -0.0004328871436882764
","x: 0.4883471131324768
y: 0.5511242747306824
z: -0.0026577345561236143
","x: 0.48580074310302734
y: 0.5593235492706299
z: -0.004536244552582502
","x: 0.4842040538787842
y: 0.5658020377159119
z: -0.005677119828760624
","x: 0.48634129762649536
y: 0.5354161858558655
z: -0.0012429089983925223
","x: 0.47974762320518494
y: 0.547535240650177
z: -0.002653576899319887
","x: 0.4753205180168152
y: 0.5537155866622925
z: -0.0038174523506313562
","x: 0.4716796576976776
y: 0.5583930611610413
z: -0.0046440777368843555
","x: 0.48148468136787415
y: 0.5307881236076355
z: -0.0024287085980176926
","x: 0.47392046451568604
y: 0.540530800819397
z: -0.003918283153325319
","x: 0.46964260935783386
y: 0.5448223948478699
z: -0.004516551271080971
","x: 0.4660809636116028
y: 0.5484247803688049
z: -0.004865128081291914
","x: 0.4778587818145752
y: 0.5245997309684753
z: -0.0037982116919010878
","x: 0.4709327518939972
y: 0.5312809944152832
z: -0.004669645335525274
","x: 0.4666902720928192
y: 0.5350184440612793
z: -0.004286684095859528
","x: 0.4631476402282715
y: 0.5383339524269104
z: -0.0038794619031250477
"
"x: 0.5037194490432739
y: 0.5081572532653809
z: 2.8331939461168076e-08
","x: 0.49503445625305176
y: 0.5065014958381653
z: -0.0012200726196169853
","x: 0.48611608147621155
y: 0.5121747851371765
z: -0.0015805894508957863
","x: 0.4816601574420929
y: 0.518487274646759
z: -0.0022204976994544268
","x: 0.4799354374408722
y: 0.5239005088806152
z: -0.0028250711038708687
","x: 0.48184069991111755
y: 0.5271376967430115
z: 0.0004496024630498141
","x: 0.4748428165912628
y: 0.5364308953285217
z: -0.0011539699044078588
","x: 0.47056519985198975
y: 0.5419995188713074
z: -0.0026267394423484802
","x: 0.4672878086566925
y: 0.5463016033172607
z: -0.00383097305893898
","x: 0.4843078553676605
y: 0.5332249402999878
z: -0.000585187750402838
","x: 0.47764092683792114
y: 0.5437076687812805
z: -0.0023053037002682686
","x: 0.4733927845954895
y: 0.5493099093437195
z: -0.0037767912726849318
","x: 0.4700510501861572
y: 0.5537983179092407
z: -0.004761966876685619
","x: 0.48825913667678833
y: 0.5371090769767761
z: -0.0020416881889104843
","x: 0.4831913113594055
y: 0.5494173765182495
z: -0.004117208067327738
","x: 0.48027414083480835
y: 0.5563986301422119
z: -0.005597144830971956
","x: 0.4778413474559784
y: 0.562455952167511
z: -0.006532677449285984
","x: 0.4932017922401428
y: 0.5391640067100525
z: -0.0036436868831515312
","x: 0.49120429158210754
y: 0.550685465335846
z: -0.005985500290989876
","x: 0.49049848318099976
y: 0.5581778287887573
z: -0.007265354972332716
","x: 0.4901759922504425
y: 0.5647844672203064
z: -0.007983558811247349
"
"x: 0.5026851296424866
y: 0.5081908702850342
z: 1.7973539101490132e-08
","x: 0.49663791060447693
y: 0.5085196495056152
z: -0.0004015137965325266
","x: 0.4881366491317749
y: 0.514961838722229
z: -7.17701404937543e-05
","x: 0.482381135225296
y: 0.5204538106918335
z: 1.0528377970331348e-05
","x: 0.4792005121707916
y: 0.5250474810600281
z: 0.00017668856889940798
","x: 0.4839209318161011
y: 0.5295913815498352
z: 0.0008707302622497082
","x: 0.47671836614608765
y: 0.5399807691574097
z: 5.421974492492154e-05
","x: 0.47258275747299194
y: 0.545281171798706
z: -0.0008923031273297966
","x: 0.46946683526039124
y: 0.5494552850723267
z: -0.001659379922784865
","x: 0.4839209318161011
y: 0.5327039957046509
z: -0.00012022472219541669
","x: 0.4764459729194641
y: 0.5433329939842224
z: -0.0007970429142005742
","x: 0.47177284955978394
y: 0.5486542582511902
z: -0.0019057715544477105
","x: 0.46801111102104187
y: 0.552756130695343
z: -0.002722366014495492
","x: 0.4851485788822174
y: 0.5339304208755493
z: -0.0013481304049491882
","x: 0.4781853258609772
y: 0.543833315372467
z: -0.0021638916805386543
","x: 0.4736153185367584
y: 0.549136757850647
z: -0.0031912147533148527
","x: 0.4696665406227112
y: 0.5534432530403137
z: -0.004034142475575209
","x: 0.4876043498516083
y: 0.5337309241294861
z: -0.002651525428518653
","x: 0.4833052456378937
y: 0.5427325963973999
z: -0.003515212796628475
","x: 0.4807107448577881
y: 0.5484698414802551
z: -0.0037345143500715494
","x: 0.4785476624965668
y: 0.5534411668777466
z: -0.0038731161039322615
"
"x: 0.501674473285675
y: 0.505561113357544
z: 1.3441953328197087e-08
","x: 0.502326250076294
y: 0.5132226347923279
z: -0.0018807498272508383
","x: 0.4976167380809784
y: 0.5231983065605164
z: -0.002383610000833869
","x: 0.49169304966926575
y: 0.5297237038612366
z: -0.0028677904047071934
","x: 0.4874640107154846
y: 0.534235954284668
z: -0.003154164645820856
","x: 0.4931299388408661
y: 0.536561906337738
z: -0.0005797175690531731
","x: 0.488424688577652
y: 0.5498285889625549
z: -0.002392134163528681
","x: 0.48532453179359436
y: 0.5573576092720032
z: -0.0039021125994622707
","x: 0.48293155431747437
y: 0.5631740689277649
z: -0.004923681728541851
","x: 0.48706600069999695
y: 0.535092294216156
z: -0.0010792340617626905
","x: 0.4800177812576294
y: 0.5465652346611023
z: -0.0024869521148502827
","x: 0.47523459792137146
y: 0.5519738793373108
z: -0.0037219966761767864
","x: 0.47116023302078247
y: 0.5560987591743469
z: -0.004566534887999296
","x: 0.48236262798309326
y: 0.5311152935028076
z: -0.0019930985290557146
","x: 0.47482019662857056
y: 0.5404793620109558
z: -0.0035669803619384766
","x: 0.47022438049316406
y: 0.5448011159896851
z: -0.00443085515871644
","x: 0.4662684500217438
y: 0.5485514998435974
z: -0.004960718099027872
","x: 0.47896522283554077
y: 0.525676965713501
z: -0.003123418428003788
","x: 0.472289502620697
y: 0.5324587821960449
z: -0.004190093372017145
","x: 0.46803662180900574
y: 0.5365386605262756
z: -0.004141224082559347
","x: 0.4642999470233917
y: 0.5402451157569885
z: -0.003988867625594139
"
"x: 0.5025039315223694
y: 0.5069695115089417
z: 3.402467996238556e-08
","x: 0.4995318353176117
y: 0.5095977783203125
z: -0.0026338279712945223
","x: 0.4931023418903351
y: 0.5177106261253357
z: -0.0036371317692101
","x: 0.48718518018722534
y: 0.5240866541862488
z: -0.004443902987986803
","x: 0.4830687940120697
y: 0.528820812702179
z: -0.005023941397666931
","x: 0.4886655807495117
y: 0.5321035385131836
z: -0.0013232837663963437
","x: 0.48176121711730957
y: 0.5430039167404175
z: -0.0030070780776441097
","x: 0.47747790813446045
y: 0.5485422015190125
z: -0.004386235494166613
","x: 0.47421061992645264
y: 0.5528077483177185
z: -0.005407079588621855
","x: 0.48555001616477966
y: 0.5331339240074158
z: -0.0014627474592998624
","x: 0.47767961025238037
y: 0.5432952046394348
z: -0.0031430672388523817
","x: 0.47276756167411804
y: 0.5483452081680298
z: -0.00449618324637413
","x: 0.4685801863670349
y: 0.5524608492851257
z: -0.005376550368964672
","x: 0.4836234152317047
y: 0.5319846868515015
z: -0.002022425178438425
","x: 0.4757975935935974
y: 0.5412079095840454
z: -0.003753498662263155
","x: 0.4710403084754944
y: 0.5458171367645264
z: -0.004537662491202354
","x: 0.466899573802948
y: 0.5497786998748779
z: -0.00501221464946866
","x: 0.48266440629959106
y: 0.5293933153152466
z: -0.002866409020498395
","x: 0.4762062728404999
y: 0.5367768406867981
z: -0.004224339500069618
","x: 0.47225281596183777
y: 0.5411306619644165
z: -0.004379109479486942
","x: 0.4688795804977417
y: 0.5449568629264832
z: -0.004355802200734615
"
